,ID,Genbank ID,Assembly ID,Mafname,Name,Group,Leaf assignment,CONSENSUS0,CONSENSUS1,CONSENSUS49,CONSENSUS56,CONSENSUS57,CONSENSUS50,CONSENSUS53,CONSENSUS54,CONSENSUS55,CONSENSUS51,CONSENSUS52,CONSENSUS2,CONSENSUS33,CONSENSUS38,CONSENSUS45,CONSENSUS46,CONSENSUS47,CONSENSUS48,CONSENSUS39,CONSENSUS41,CONSENSUS43,CONSENSUS44,CONSENSUS42,CONSENSUS40,CONSENSUS34,CONSENSUS35,CONSENSUS36,CONSENSUS37,CONSENSUS3,CONSENSUS19,CONSENSUS22,CONSENSUS29,CONSENSUS31,CONSENSUS32,CONSENSUS30,CONSENSUS23,CONSENSUS27,CONSENSUS28,CONSENSUS24,CONSENSUS25,CONSENSUS26,CONSENSUS20,CONSENSUS21,CONSENSUS4,CONSENSUS7,CONSENSUS11,CONSENSUS15,CONSENSUS16,CONSENSUS17,CONSENSUS18,CONSENSUS12,CONSENSUS13,CONSENSUS14,CONSENSUS8,CONSENSUS9,CONSENSUS10,CONSENSUS5,CONSENSUS6
38,38,,KC242798,KC242798v1.KC242798v1,1Ikot_Gabon_1996,DRC 2007,54,0.9655,0.9655,0.9655,0.9655,0.9409,0.9853,0.9853,0.9959,0.9887,0.9754,0.9727,0.6331,0.6299,0.6300,0.6300,0.6301,0.6300,0.6300,0.6281,0.6283,0.6283,0.6281,0.6259,0.6233,0.6280,0.6280,0.6285,0.6288,0.6316,0.6291,0.6286,0.6286,0.6286,0.6286,0.6280,0.6314,0.6314,0.6320,0.6308,0.6308,0.6319,0.6046,0.6053,0.6559,0.6549,0.6549,0.6548,0.6547,0.6552,0.6533,0.6557,0.6557,0.6556,0.6444,0.6444,0.6444,0.3937,0.3757
39,39,,KC242799,KC242799v1.KC242799v1,13709Kikwit_1995,DRC 2007,55,0.9686,0.9686,0.9686,0.9686,0.9438,0.9883,0.9883,0.9901,0.9985,0.9786,0.9757,0.6342,0.6311,0.6313,0.6313,0.6313,0.6313,0.6313,0.6293,0.6295,0.6295,0.6293,0.6271,0.6248,0.6286,0.6286,0.6292,0.6294,0.6326,0.6301,0.6297,0.6297,0.6297,0.6297,0.6294,0.6325,0.6325,0.6331,0.6321,0.6321,0.6332,0.6056,0.6060,0.6571,0.6562,0.6562,0.6560,0.6559,0.6565,0.6549,0.6574,0.6574,0.6573,0.6462,0.6462,0.6462,0.3941,0.3767
40,40,,KC242800,KC242800v1.KC242800v1,Ilembe_2002,DRC 2007,52,0.9682,0.9682,0.9682,0.9682,0.9436,0.9782,0.9782,0.9731,0.9747,0.9785,1.0000,0.6332,0.6298,0.6299,0.6299,0.6300,0.6299,0.6299,0.6281,0.6282,0.6282,0.6281,0.6258,0.6236,0.6284,0.6284,0.6293,0.6289,0.6320,0.6293,0.6287,0.6287,0.6287,0.6287,0.6287,0.6321,0.6321,0.6326,0.6314,0.6314,0.6325,0.6048,0.6061,0.6553,0.6543,0.6543,0.6542,0.6541,0.6548,0.6533,0.6558,0.6558,0.6557,0.6457,0.6457,0.6457,0.3949,0.3770
41,41,,KC242801,KC242801v1.KC242801v1,deRoover_1976,Zaire(DRC) 1976-7,53,0.9704,0.9703,0.9703,0.9703,0.9456,0.9998,0.9998,0.9857,0.9872,0.9811,0.9781,0.6342,0.6308,0.6310,0.6310,0.6310,0.6310,0.6310,0.6288,0.6290,0.6290,0.6288,0.6267,0.6241,0.6283,0.6283,0.6294,0.6291,0.6332,0.6307,0.6303,0.6303,0.6303,0.6303,0.6304,0.6331,0.6331,0.6337,0.6327,0.6327,0.6339,0.6060,0.6067,0.6565,0.6556,0.6556,0.6555,0.6554,0.6558,0.6543,0.6567,0.6567,0.6566,0.6453,0.6453,0.6453,0.3947,0.3770
42,42,,KC545389,KC545389v1.KC545389v1,EboSud-602_2012,Sudan 1976-9,45,0.6380,0.6381,0.6381,0.6381,0.6222,0.6339,0.6339,0.6335,0.6332,0.6344,0.6327,0.9572,0.9984,1.0000,1.0000,0.9881,0.9880,0.9880,0.9583,0.9580,0.9580,0.9583,0.9601,0.9350,0.8589,0.8589,0.8597,0.8748,0.5743,0.5724,0.5727,0.5727,0.5727,0.5727,0.5716,0.5719,0.5719,0.5723,0.5748,0.5748,0.5756,0.5561,0.5574,0.5732,0.5724,0.5724,0.5724,0.5724,0.5726,0.5720,0.5743,0.5743,0.5742,0.5623,0.5623,0.5623,0.3524,0.3418
43,43,,KC545390,KC545390v1.KC545390v1,EboSud-603_2012,Sudan 1976-9,46,0.6381,0.6381,0.6381,0.6381,0.6222,0.6339,0.6339,0.6335,0.6333,0.6343,0.6328,0.9530,0.9877,0.9881,0.9881,1.0000,0.9880,0.9880,0.9582,0.9580,0.9580,0.9582,0.9600,0.9350,0.8588,0.8588,0.8596,0.8747,0.5742,0.5723,0.5727,0.5727,0.5727,0.5727,0.5715,0.5718,0.5718,0.5723,0.5748,0.5748,0.5756,0.5560,0.5574,0.5731,0.5724,0.5724,0.5724,0.5723,0.5725,0.5719,0.5742,0.5742,0.5742,0.5623,0.5623,0.5623,0.3524,0.3418
44,44,,KC545391,KC545391v1.KC545391v1,EboSud-609_2012,Sudan 1976-9,47,0.6380,0.6381,0.6381,0.6381,0.6222,0.6339,0.6339,0.6335,0.6332,0.6344,0.6327,0.9530,0.9877,0.9880,0.9880,0.9880,1.0000,0.9879,0.9582,0.9579,0.9579,0.9582,0.9599,0.9350,0.8587,0.8587,0.8596,0.8747,0.5743,0.5724,0.5727,0.5727,0.5727,0.5727,0.5716,0.5719,0.5719,0.5723,0.5748,0.5748,0.5756,0.5561,0.5575,0.5732,0.5725,0.5725,0.5725,0.5724,0.5726,0.5720,0.5743,0.5743,0.5743,0.5623,0.5623,0.5623,0.3524,0.3418
45,45,,KC545392,KC545392v1.KC545392v1,EboSud-682_2012,Sudan 1976-9,48,0.6380,0.6381,0.6381,0.6381,0.6222,0.6339,0.6339,0.6335,0.6332,0.6344,0.6327,0.9530,0.9877,0.9880,0.9880,0.9880,0.9879,1.0000,0.9582,0.9579,0.9579,0.9582,0.9599,0.9349,0.8587,0.8587,0.8596,0.8747,0.5743,0.5724,0.5727,0.5727,0.5727,0.5727,0.5716,0.5719,0.5719,0.5723,0.5748,0.5748,0.5756,0.5560,0.5574,0.5731,0.5724,0.5724,0.5724,0.5723,0.5725,0.5719,0.5742,0.5742,0.5742,0.5622,0.5622,0.5622,0.3524,0.3418
46,46,,KC545393,KC545393v1.KC545393v1,EboBund-112_2012,Bundibugyo 2007,15,0.6585,0.6585,0.6585,0.6585,0.6432,0.6563,0.6563,0.6558,0.6556,0.6570,0.6549,0.5820,0.5703,0.5705,0.5705,0.5704,0.5705,0.5704,0.5692,0.5694,0.5694,0.5692,0.5670,0.5686,0.5701,0.5701,0.5707,0.5707,0.5758,0.5738,0.5735,0.5735,0.5735,0.5735,0.5747,0.5738,0.5738,0.5748,0.5744,0.5744,0.5746,0.5556,0.5572,0.9828,0.9999,0.9999,1.0000,0.9753,0.9697,0.9627,0.9149,0.9149,0.9151,0.6372,0.6372,0.6372,0.3577,0.3448
47,47,,KC545394,KC545394v1.KC545394v1,EboBund-120_2012,Bundibugyo 2007,17,0.6590,0.6591,0.6591,0.6591,0.6437,0.6566,0.6566,0.6563,0.6561,0.6575,0.6555,0.5821,0.5704,0.5706,0.5706,0.5706,0.5707,0.5706,0.5692,0.5694,0.5694,0.5692,0.5669,0.5685,0.5705,0.5705,0.5710,0.5710,0.5761,0.5741,0.5737,0.5737,0.5737,0.5737,0.5748,0.5739,0.5739,0.5749,0.5747,0.5747,0.5748,0.5560,0.5574,0.9698,0.9698,0.9698,0.9697,0.9695,1.0000,0.9569,0.9184,0.9184,0.9186,0.6378,0.6378,0.6378,0.3574,0.3448
48,48,,KC545395,KC545395v1.KC545395v1,EboBund-122_2012,Bundibugyo 2007,18,0.6576,0.6576,0.6576,0.6576,0.6421,0.6550,0.6550,0.6543,0.6545,0.6561,0.6539,0.5819,0.5698,0.5700,0.5700,0.5699,0.5700,0.5699,0.5690,0.5692,0.5692,0.5690,0.5669,0.5689,0.5698,0.5698,0.5701,0.5701,0.5758,0.5738,0.5730,0.5730,0.5730,0.5730,0.5745,0.5735,0.5735,0.5743,0.5739,0.5739,0.5741,0.5554,0.5565,0.9628,0.9628,0.9628,0.9627,0.9626,0.9569,1.0000,0.9271,0.9271,0.9273,0.6372,0.6372,0.6372,0.3577,0.3449
49,49,,KC545396,KC545396v1.KC545396v1,EboBund-14_2012,Bundibugyo 2007,16,0.6584,0.6584,0.6584,0.6584,0.6431,0.6562,0.6562,0.6557,0.6555,0.6569,0.6548,0.5818,0.5702,0.5704,0.5704,0.5704,0.5705,0.5704,0.5692,0.5694,0.5694,0.5692,0.5669,0.5685,0.5699,0.5699,0.5705,0.5705,0.5756,0.5736,0.5733,0.5733,0.5733,0.5733,0.5745,0.5736,0.5736,0.5746,0.5742,0.5742,0.5743,0.5554,0.5569,0.9754,0.9754,0.9754,0.9753,1.0000,0.9695,0.9626,0.9151,0.9151,0.9153,0.6371,0.6371,0.6371,0.3577,0.3449
50,50,,KC589025,KC589025v1.KC589025v1,EboSud-639_2012,Sudan 1976-9,40,0.6308,0.6308,0.6308,0.6308,0.6152,0.6270,0.6270,0.6269,0.6266,0.6273,0.6264,0.9188,0.9349,0.9350,0.9350,0.9349,0.9349,0.9349,0.9392,0.9392,0.9392,0.9392,0.9401,1.0000,0.8424,0.8424,0.8443,0.8553,0.5720,0.5702,0.5710,0.5710,0.5710,0.5710,0.5700,0.5700,0.5700,0.5705,0.5726,0.5726,0.5729,0.5537,0.5564,0.5711,0.5705,0.5705,0.5705,0.5704,0.5704,0.5709,0.5718,0.5718,0.5717,0.5608,0.5608,0.5608,0.3513,0.3410
51,51,,KJ660346,KJ660346v2.KJ660346v2,Guinea_Kissidougou-C15_2014,Ebola 2014,56,0.9997,0.9995,0.9995,0.9995,0.9738,0.9707,0.9707,0.9662,0.9679,0.9718,0.9685,0.6380,0.6350,0.6352,0.6352,0.6353,0.6352,0.6352,0.6329,0.6331,0.6331,0.6329,0.6302,0.6280,0.6332,0.6332,0.6336,0.6336,0.6342,0.6315,0.6311,0.6311,0.6311,0.6311,0.6310,0.6342,0.6342,0.6347,0.6344,0.6344,0.6355,0.6071,0.6087,0.6591,0.6582,0.6582,0.6581,0.6579,0.6586,0.6572,0.6595,0.6595,0.6594,0.6472,0.6472,0.6472,0.3972,0.3775
52,52,,KJ660347,KJ660347v2.KJ660347v2,Guinea_Gueckedou-C07_2014,Ebola 2014,56,0.9994,0.9994,0.9994,0.9994,0.9737,0.9708,0.9708,0.9662,0.9679,0.9718,0.9686,0.6381,0.6351,0.6353,0.6353,0.6353,0.6353,0.6353,0.6330,0.6332,0.6332,0.6330,0.6303,0.6281,0.6332,0.6332,0.6336,0.6336,0.6342,0.6315,0.6312,0.6312,0.6312,0.6312,0.6311,0.6342,0.6342,0.6348,0.6345,0.6345,0.6356,0.6072,0.6088,0.6591,0.6581,0.6581,0.6580,0.6579,0.6585,0.6572,0.6594,0.6594,0.6593,0.6473,0.6473,0.6473,0.3972,0.3776
53,53,,KJ660348,KJ660348v2.KJ660348v2,Guinea_Gueckedou-C05_2014,Ebola 2014,56,0.9993,0.9993,0.9993,0.9993,0.9736,0.9707,0.9707,0.9661,0.9678,0.9717,0.9685,0.6379,0.6348,0.6351,0.6351,0.6351,0.6351,0.6351,0.6328,0.6329,0.6329,0.6328,0.6300,0.6279,0.6330,0.6330,0.6334,0.6334,0.6343,0.6316,0.6312,0.6312,0.6312,0.6312,0.6311,0.6342,0.6342,0.6348,0.6346,0.6346,0.6357,0.6073,0.6088,0.6590,0.6581,0.6581,0.6579,0.6578,0.6585,0.6571,0.6594,0.6594,0.6593,0.6471,0.6471,0.6471,0.3972,0.3776
54,54,,KM034549,KM034549v1.KM034549v1,EM095B_2014,Ebola 2014,56,0.9981,0.9980,0.9980,0.9980,0.9795,0.9689,0.9689,0.9644,0.9670,0.9701,0.9667,0.6365,0.6333,0.6335,0.6335,0.6336,0.6335,0.6335,0.6313,0.6314,0.6314,0.6313,0.6285,0.6261,0.6313,0.6313,0.6319,0.6318,0.6326,0.6299,0.6295,0.6295,0.6295,0.6295,0.6294,0.6328,0.6328,0.6331,0.6331,0.6331,0.6342,0.6099,0.6098,0.6577,0.6568,0.6568,0.6566,0.6565,0.6572,0.6558,0.6580,0.6580,0.6580,0.6462,0.6462,0.6462,0.3998,0.3800
55,55,,KM034550,KM034550v1.KM034550v1,EM095_2014,Ebola 2014,56,0.9986,0.9986,0.9986,0.9986,0.9764,0.9695,0.9695,0.9650,0.9675,0.9707,0.9673,0.6370,0.6341,0.6343,0.6343,0.6343,0.6343,0.6343,0.6321,0.6322,0.6322,0.6321,0.6293,0.6269,0.6321,0.6321,0.6326,0.6325,0.6332,0.6305,0.6301,0.6301,0.6301,0.6301,0.6301,0.6333,0.6333,0.6337,0.6334,0.6334,0.6345,0.6078,0.6077,0.6580,0.6571,0.6571,0.6570,0.6569,0.6575,0.6561,0.6584,0.6584,0.6583,0.6463,0.6463,0.6463,0.3982,0.3785
56,56,,KM034551,KM034551v1.KM034551v1,EM096_2014,Ebola 2014,56,0.9999,0.9998,0.9998,0.9998,0.9754,0.9705,0.9705,0.9659,0.9685,0.9715,0.9682,0.6374,0.6345,0.6347,0.6347,0.6347,0.6347,0.6347,0.6324,0.6326,0.6326,0.6324,0.6297,0.6275,0.6326,0.6326,0.6330,0.6330,0.6337,0.6310,0.6306,0.6306,0.6306,0.6306,0.6307,0.6339,0.6339,0.6343,0.6339,0.6339,0.6350,0.6080,0.6083,0.6585,0.6576,0.6576,0.6575,0.6573,0.6580,0.6566,0.6588,0.6588,0.6587,0.6467,0.6467,0.6467,0.3979,0.3782
57,57,,KM034552,KM034552v1.KM034552v1,EM098_2014,Ebola 2014,56,1.0000,0.9999,0.9999,0.9999,0.9834,0.9703,0.9703,0.9657,0.9684,0.9713,0.9680,0.6365,0.6337,0.6338,0.6338,0.6338,0.6338,0.6338,0.6317,0.6318,0.6318,0.6317,0.6289,0.6266,0.6317,0.6317,0.6322,0.6321,0.6328,0.6301,0.6297,0.6297,0.6297,0.6297,0.6296,0.6330,0.6330,0.6333,0.6333,0.6333,0.6343,0.6096,0.6096,0.6582,0.6573,0.6573,0.6571,0.6570,0.6577,0.6563,0.6586,0.6586,0.6585,0.6461,0.6461,0.6461,0.4012,0.3813
58,58,,KM034553,KM034553v1.KM034553v1,G3670v1_2014,Ebola 2014,56,0.9999,0.9998,0.9998,0.9998,0.9753,0.9704,0.9704,0.9658,0.9683,0.9714,0.9681,0.6376,0.6346,0.6348,0.6348,0.6349,0.6348,0.6348,0.6325,0.6327,0.6327,0.6325,0.6298,0.6276,0.6326,0.6326,0.6332,0.6331,0.6336,0.6310,0.6306,0.6306,0.6306,0.6306,0.6305,0.6339,0.6339,0.6342,0.6339,0.6339,0.6350,0.6081,0.6083,0.6585,0.6575,0.6575,0.6574,0.6573,0.6579,0.6566,0.6588,0.6588,0.6587,0.6467,0.6467,0.6467,0.3978,0.3781
59,59,,KM034554,KM034554v1.KM034554v1,G3676v1_2014,Ebola 2014,56,0.9998,0.9997,0.9997,0.9997,0.9745,0.9707,0.9707,0.9662,0.9683,0.9718,0.9685,0.6379,0.6349,0.6351,0.6351,0.6352,0.6351,0.6351,0.6328,0.6330,0.6330,0.6328,0.6301,0.6279,0.6330,0.6330,0.6335,0.6335,0.6341,0.6314,0.6310,0.6310,0.6310,0.6310,0.6309,0.6341,0.6341,0.6346,0.6343,0.6343,0.6354,0.6075,0.6087,0.6589,0.6580,0.6580,0.6579,0.6577,0.6584,0.6570,0.6593,0.6593,0.6592,0.6471,0.6471,0.6471,0.3974,0.3777
60,60,,KM034555,KM034555v1.KM034555v1,G3676v2_2014,Ebola 2014,56,0.9997,0.9997,0.9997,0.9997,0.9744,0.9707,0.9707,0.9661,0.9682,0.9717,0.9684,0.6379,0.6349,0.6351,0.6351,0.6351,0.6351,0.6351,0.6328,0.6330,0.6330,0.6328,0.6301,0.6279,0.6330,0.6330,0.6335,0.6335,0.6340,0.6313,0.6310,0.6310,0.6310,0.6310,0.6309,0.6341,0.6341,0.6346,0.6343,0.6343,0.6354,0.6074,0.6086,0.6589,0.6579,0.6579,0.6578,0.6577,0.6584,0.6570,0.6593,0.6593,0.6592,0.6471,0.6471,0.6471,0.3974,0.3777
61,61,,KM034556,KM034556v1.KM034556v1,G3677v1_2014,Ebola 2014,56,1.0000,0.9999,0.9999,0.9999,0.9751,0.9705,0.9705,0.9659,0.9684,0.9715,0.9683,0.6377,0.6346,0.6349,0.6349,0.6349,0.6349,0.6349,0.6326,0.6327,0.6327,0.6326,0.6298,0.6277,0.6328,0.6328,0.6332,0.6332,0.6338,0.6311,0.6307,0.6307,0.6307,0.6307,0.6307,0.6340,0.6340,0.6344,0.6340,0.6340,0.6351,0.6079,0.6084,0.6586,0.6576,0.6576,0.6575,0.6574,0.6580,0.6567,0.6589,0.6589,0.6588,0.6468,0.6468,0.6468,0.3977,0.3780
62,62,,KM034557,KM034557v1.KM034557v1,G3677v2_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9739,0.9705,0.9705,0.9659,0.9677,0.9715,0.9682,0.6380,0.6349,0.6352,0.6352,0.6352,0.6352,0.6352,0.6329,0.6330,0.6330,0.6329,0.6301,0.6280,0.6331,0.6331,0.6335,0.6335,0.6340,0.6314,0.6310,0.6310,0.6310,0.6310,0.6309,0.6341,0.6341,0.6346,0.6343,0.6343,0.6354,0.6071,0.6086,0.6588,0.6579,0.6579,0.6578,0.6577,0.6583,0.6569,0.6592,0.6592,0.6591,0.6471,0.6471,0.6471,0.3972,0.3776
63,63,,KM034558,KM034558v1.KM034558v1,G3679v1_2014,Ebola 2014,56,0.9999,0.9998,0.9998,0.9998,0.9759,0.9704,0.9704,0.9659,0.9685,0.9715,0.9682,0.6372,0.6342,0.6344,0.6344,0.6345,0.6344,0.6344,0.6321,0.6323,0.6323,0.6321,0.6294,0.6273,0.6324,0.6324,0.6328,0.6328,0.6335,0.6308,0.6305,0.6305,0.6305,0.6305,0.6305,0.6337,0.6337,0.6341,0.6337,0.6337,0.6348,0.6084,0.6087,0.6583,0.6574,0.6574,0.6573,0.6572,0.6578,0.6564,0.6586,0.6586,0.6585,0.6464,0.6464,0.6464,0.3981,0.3784
64,64,,KM034559,KM034559v1.KM034559v1,G3680v1_2014,Ebola 2014,56,0.9997,0.9997,0.9997,0.9997,0.9756,0.9706,0.9706,0.9661,0.9686,0.9717,0.9684,0.6376,0.6346,0.6348,0.6348,0.6349,0.6348,0.6348,0.6326,0.6327,0.6327,0.6326,0.6298,0.6277,0.6327,0.6327,0.6332,0.6332,0.6337,0.6310,0.6307,0.6307,0.6307,0.6307,0.6306,0.6339,0.6339,0.6343,0.6339,0.6339,0.6351,0.6081,0.6083,0.6587,0.6577,0.6577,0.6576,0.6575,0.6581,0.6568,0.6590,0.6590,0.6589,0.6469,0.6469,0.6469,0.3979,0.3782
65,65,,KM034560,KM034560v1.KM034560v1,G3682v1_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9741,0.9705,0.9705,0.9659,0.9679,0.9715,0.9682,0.6379,0.6349,0.6351,0.6351,0.6351,0.6351,0.6351,0.6328,0.6330,0.6330,0.6328,0.6301,0.6279,0.6330,0.6330,0.6334,0.6334,0.6340,0.6313,0.6309,0.6309,0.6309,0.6309,0.6309,0.6340,0.6340,0.6346,0.6342,0.6342,0.6353,0.6072,0.6085,0.6588,0.6578,0.6578,0.6577,0.6576,0.6582,0.6569,0.6591,0.6591,0.6590,0.6471,0.6471,0.6471,0.3973,0.3776
66,66,,KM034561,KM034561v1.KM034561v1,G3683v1_2014,Ebola 2014,56,0.9997,0.9997,0.9997,0.9997,0.9765,0.9706,0.9706,0.9660,0.9687,0.9717,0.9684,0.6373,0.6343,0.6345,0.6345,0.6346,0.6345,0.6345,0.6323,0.6325,0.6325,0.6323,0.6295,0.6274,0.6324,0.6324,0.6329,0.6329,0.6335,0.6308,0.6305,0.6305,0.6305,0.6305,0.6304,0.6338,0.6338,0.6341,0.6338,0.6338,0.6349,0.6087,0.6088,0.6585,0.6576,0.6576,0.6574,0.6573,0.6580,0.6566,0.6589,0.6589,0.6588,0.6468,0.6468,0.6468,0.3982,0.3785
67,67,,KM034563,KM034563v1.KM034563v1,G3687v1_2014,Ebola 2014,57,0.9872,0.9872,0.9872,0.9872,1.0000,0.9588,0.9588,0.9543,0.9568,0.9598,0.9566,0.6308,0.6279,0.6280,0.6280,0.6280,0.6280,0.6280,0.6259,0.6260,0.6260,0.6259,0.6231,0.6209,0.6255,0.6255,0.6260,0.6260,0.6272,0.6245,0.6241,0.6241,0.6241,0.6241,0.6240,0.6273,0.6273,0.6278,0.6277,0.6277,0.6288,0.6067,0.6054,0.6525,0.6515,0.6515,0.6514,0.6513,0.6519,0.6503,0.6524,0.6524,0.6523,0.6399,0.6399,0.6399,0.3998,0.3811
68,68,,KM233035,KM233035v1.KM233035v1,EM104_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9760,0.9703,0.9703,0.9658,0.9683,0.9714,0.9681,0.6375,0.6346,0.6348,0.6348,0.6348,0.6348,0.6348,0.6326,0.6327,0.6327,0.6326,0.6298,0.6276,0.6327,0.6327,0.6331,0.6330,0.6335,0.6308,0.6304,0.6304,0.6304,0.6304,0.6303,0.6337,0.6337,0.6340,0.6338,0.6338,0.6348,0.6082,0.6080,0.6585,0.6576,0.6576,0.6575,0.6574,0.6580,0.6565,0.6588,0.6588,0.6587,0.6469,0.6469,0.6469,0.3981,0.3784
69,69,,KM233036,KM233036v1.KM233036v1,EM106_2014,Ebola 2014,56,0.9999,1.0000,1.0000,1.0000,0.9781,0.9703,0.9703,0.9658,0.9684,0.9714,0.9681,0.6372,0.6341,0.6343,0.6343,0.6344,0.6343,0.6343,0.6321,0.6323,0.6323,0.6321,0.6293,0.6271,0.6322,0.6322,0.6326,0.6326,0.6333,0.6306,0.6303,0.6303,0.6303,0.6303,0.6302,0.6335,0.6335,0.6339,0.6336,0.6336,0.6347,0.6093,0.6091,0.6585,0.6575,0.6575,0.6574,0.6573,0.6579,0.6564,0.6587,0.6587,0.6586,0.6466,0.6466,0.6466,0.3990,0.3792
70,70,,KM233037,KM233037v1.KM233037v1,EM110_2014,Ebola 2014,56,0.9998,1.0000,1.0000,0.9999,0.9759,0.9703,0.9703,0.9657,0.9682,0.9713,0.9681,0.6374,0.6345,0.6347,0.6347,0.6347,0.6347,0.6347,0.6325,0.6326,0.6326,0.6325,0.6297,0.6275,0.6326,0.6326,0.6330,0.6329,0.6335,0.6308,0.6305,0.6305,0.6305,0.6305,0.6303,0.6337,0.6337,0.6340,0.6338,0.6338,0.6348,0.6081,0.6079,0.6585,0.6576,0.6576,0.6575,0.6574,0.6580,0.6565,0.6588,0.6588,0.6587,0.6468,0.6468,0.6468,0.3981,0.3784
71,71,,KM233038,KM233038v1.KM233038v1,EM111_2014,Ebola 2014,56,0.9999,0.9999,0.9999,1.0000,0.9760,0.9703,0.9703,0.9658,0.9683,0.9714,0.9681,0.6375,0.6345,0.6347,0.6347,0.6348,0.6347,0.6347,0.6325,0.6327,0.6327,0.6325,0.6297,0.6275,0.6326,0.6326,0.6330,0.6330,0.6336,0.6309,0.6305,0.6305,0.6305,0.6305,0.6304,0.6337,0.6337,0.6341,0.6338,0.6338,0.6349,0.6082,0.6080,0.6586,0.6576,0.6576,0.6575,0.6574,0.6580,0.6566,0.6588,0.6588,0.6587,0.6468,0.6468,0.6468,0.3981,0.3784
72,72,,KM233039,KM233039v1.KM233039v1,EM112_2014,Ebola 2014,56,0.9998,0.9999,0.9999,0.9999,0.9740,0.9703,0.9703,0.9658,0.9678,0.9714,0.9681,0.6379,0.6349,0.6351,0.6351,0.6352,0.6351,0.6351,0.6328,0.6330,0.6330,0.6328,0.6301,0.6279,0.6330,0.6330,0.6335,0.6335,0.6339,0.6312,0.6309,0.6309,0.6309,0.6309,0.6308,0.6340,0.6340,0.6345,0.6342,0.6342,0.6353,0.6072,0.6085,0.6588,0.6578,0.6578,0.6577,0.6576,0.6583,0.6568,0.6591,0.6591,0.6589,0.6471,0.6471,0.6471,0.3973,0.3776
73,73,,KM233040,KM233040v1.KM233040v1,EM113_2014,Ebola 2014,56,0.9999,1.0000,1.0000,1.0000,0.9756,0.9704,0.9704,0.9659,0.9684,0.9715,0.9682,0.6376,0.6347,0.6349,0.6349,0.6349,0.6349,0.6349,0.6326,0.6328,0.6328,0.6326,0.6298,0.6277,0.6328,0.6328,0.6332,0.6331,0.6337,0.6310,0.6306,0.6306,0.6306,0.6306,0.6305,0.6339,0.6339,0.6342,0.6339,0.6339,0.6350,0.6082,0.6082,0.6587,0.6577,0.6577,0.6576,0.6575,0.6581,0.6566,0.6589,0.6589,0.6588,0.6469,0.6469,0.6469,0.3979,0.3782
74,74,,KM233041,KM233041v1.KM233041v1,EM115_2014,Ebola 2014,56,0.9999,1.0000,1.0000,1.0000,0.9774,0.9703,0.9703,0.9658,0.9684,0.9714,0.9681,0.6375,0.6344,0.6346,0.6346,0.6347,0.6346,0.6346,0.6324,0.6325,0.6325,0.6324,0.6296,0.6274,0.6325,0.6325,0.6329,0.6328,0.6335,0.6308,0.6305,0.6305,0.6305,0.6305,0.6304,0.6337,0.6337,0.6341,0.6337,0.6337,0.6349,0.6093,0.6093,0.6586,0.6576,0.6576,0.6575,0.6574,0.6581,0.6566,0.6588,0.6588,0.6587,0.6468,0.6468,0.6468,0.3987,0.3790
75,75,,KM233042,KM233042v1.KM233042v1,EM119_2014,Ebola 2014,56,0.9998,0.9999,0.9999,0.9999,0.9760,0.9703,0.9703,0.9657,0.9683,0.9713,0.9681,0.6374,0.6345,0.6347,0.6347,0.6347,0.6347,0.6347,0.6325,0.6326,0.6326,0.6325,0.6297,0.6275,0.6326,0.6326,0.6330,0.6329,0.6335,0.6308,0.6304,0.6304,0.6304,0.6304,0.6303,0.6336,0.6336,0.6340,0.6337,0.6337,0.6348,0.6081,0.6079,0.6586,0.6576,0.6576,0.6575,0.6574,0.6580,0.6566,0.6588,0.6588,0.6587,0.6467,0.6467,0.6467,0.3982,0.3784
76,76,,KM233043,KM233043v1.KM233043v1,EM120_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9759,0.9704,0.9704,0.9658,0.9680,0.9715,0.9682,0.6376,0.6345,0.6347,0.6347,0.6348,0.6347,0.6347,0.6325,0.6326,0.6326,0.6325,0.6297,0.6275,0.6327,0.6327,0.6331,0.6331,0.6337,0.6310,0.6307,0.6307,0.6307,0.6307,0.6306,0.6338,0.6338,0.6343,0.6340,0.6340,0.6351,0.6084,0.6097,0.6587,0.6577,0.6577,0.6576,0.6575,0.6582,0.6568,0.6591,0.6591,0.6589,0.6469,0.6469,0.6469,0.3981,0.3784
77,77,,KM233044,KM233044v1.KM233044v1,EM121_2014,Ebola 2014,56,0.9999,0.9998,0.9998,0.9998,0.9760,0.9703,0.9703,0.9658,0.9683,0.9714,0.9681,0.6375,0.6345,0.6347,0.6347,0.6348,0.6347,0.6347,0.6325,0.6327,0.6327,0.6325,0.6297,0.6275,0.6326,0.6326,0.6330,0.6330,0.6336,0.6309,0.6305,0.6305,0.6305,0.6305,0.6305,0.6338,0.6338,0.6341,0.6339,0.6339,0.6349,0.6082,0.6081,0.6585,0.6575,0.6575,0.6574,0.6573,0.6579,0.6566,0.6588,0.6588,0.6587,0.6468,0.6468,0.6468,0.3981,0.3783
